ID,LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_0,PAY_2,PAY_3,BILL_AMT1,BILL_AMT2,PAY_AMT1,PAY_AMT2,PAY_AMT3,default payment next month
1748,250000,Female,University,Married,31,0,0,0,42441,43061,4000,3000,901,0
1749,120000,Female,University,Single,24,-1,-1,-2,100,0,0,0,618,0
1750,120000,Female,Graduate,Single,27,0,0,0,79072,80795,3000,3000,3100,0
1751,260000,Female,University,Married,40,0,0,0,243196,258720,20008,7500,3000,0
1752,10000,Male,University,Single,38,2,2,3,1050,1050,0,0,0,1
1753,60000,Female,University,Married,38,-2,-2,-2,4764,30500,30500,0,0,0
1754,60000,Female,University,Married,29,0,0,0,33147,54511,24511,6000,17000,0
1755,50000,Male,University,Single,27,0,0,0,17771,18794,1311,1299,680,0
1756,130000,Male,High_School,Married,34,0,0,0,5444,5927,1321,1500,0,0
1757,130000,Male,Graduate,Single,34,0,0,0,31179,30569,2002,1400,600,0
1758,360000,Female,Graduate,Single,32,-2,-2,-2,0,0,0,0,0,0
1759,80000,Female,University,Married,36,0,0,0,20366,21084,1352,1679,1892,0
1760,50000,Male,University,Single,26,1,-2,-2,0,0,0,0,0,0
1761,290000,Female,Graduate,Married,33,1,2,-1,7064,1875,0,1814,8537,0
1762,200000,Male,Graduate,Married,53,0,0,-2,195050,0,0,0,0,0
1763,20000,Male,University,Single,27,0,0,0,18290,20144,2458,1200,386,0
1764,500000,Male,Graduate,Single,33,-1,-1,-1,5379,2062,2065,10556,4170,0
1765,130000,Female,Graduate,Single,26,1,2,2,22415,21146,0,3500,0,0
1766,30000,Female,Graduate,Single,27,0,0,0,23447,24563,1500,1500,1000,1
1767,20000,Female,Graduate,Single,24,2,2,2,7919,8637,1000,1000,1000,1
1768,70000,Female,University,Single,26,0,0,0,30139,8241,2000,2000,2000,0
1769,200000,Male,Graduate,Single,27,-1,-1,-1,4890,3630,3630,4882,11034,0
1770,50000,Female,University,Married,46,-1,-1,-1,569,1436,1440,3224,6621,1
1771,360000,Male,University,Married,56,-1,-1,-1,750,1224,1236,3537,291,0
1772,50000,Female,High_School,Married,56,0,0,0,33197,34961,2407,2960,1029,0
1773,180000,Female,High_School,Married,26,0,0,0,32023,20233,10000,0,0,0
1774,50000,Male,University,Single,25,2,2,0,7180,6922,0,1200,300,1
1775,120000,Female,Graduate,Single,28,-2,-2,-2,-8,2046,2054,0,409,0
1776,80000,Female,University,Married,37,2,2,2,15234,16893,2200,1500,0,1
1777,330000,Female,Graduate,Married,47,1,-2,-2,2246,13990,13990,21060,681,0
1778,40000,Male,High_School,Married,43,0,0,0,41094,36554,1611,1625,1371,1
1779,50000,Male,University,Single,26,0,0,0,27570,28820,2000,1200,1000,0
1780,80000,Male,High_School,Married,48,0,0,0,71515,70287,3679,2305,924,0
1781,450000,Male,Graduate,Married,41,-1,-1,-1,697,500,505,0,0,0
1782,30000,Female,High_School,Married,48,0,0,0,27947,27035,2000,1800,1500,0
1783,160000,Male,University,Married,28,0,0,2,62312,66965,5856,2311,0,0
1784,80000,Female,Graduate,Single,22,-1,-1,0,10439,11501,11501,1000,33,0
1785,400000,Male,University,Married,34,0,0,0,52271,56788,6000,5000,1902,0
1786,220000,Male,University,Married,60,-1,-1,-1,1994,1598,1606,6978,7196,1
1787,40000,Female,University,Married,25,0,0,2,21590,24326,3400,0,3000,1
1788,280000,Female,University,Single,27,-1,0,0,82742,153791,10077,27785,30000,0
1789,50000,Female,Graduate,Single,25,0,0,0,50380,38712,4000,0,0,0
1790,110000,Male,University,Single,26,0,0,0,106417,103587,9026,6000,2000,0
1791,180000,Female,Graduate,Married,44,1,-1,-1,2788,5646,5646,13901,30848,0
1792,200000,Female,Graduate,Single,26,0,0,0,18630,15996,1502,1200,300,0
1793,390000,Female,Graduate,Single,33,0,0,0,85538,79875,3500,4502,3518,0
1794,400000,Female,Graduate,Single,29,-1,0,0,5154,6016,1060,1100,310,0
1795,120000,Female,High_School,Single,37,-1,-1,-1,776,1616,1616,776,776,1
1796,200000,Male,Graduate,Single,34,1,-2,-2,-800,-2685,0,0,0,0
1797,280000,Male,University,Married,33,0,0,0,207982,196055,8644,6445,15934,0
1798,230000,Female,Graduate,Single,27,0,0,0,105217,107857,4326,4533,2337,0
1799,280000,Female,Graduate,Married,36,-1,-1,-1,21251,33746,33840,8689,41652,0
1800,130000,Male,High_School,Single,28,0,0,0,132258,133781,6900,7000,7000,0
1801,160000,Female,University,Married,35,-1,-1,-1,776,1172,1172,380,776,1
1802,120000,Male,High_School,Married,47,-1,-1,-1,1051,671,671,291,1051,0
1803,300000,Female,High_School,Married,31,-1,-1,-1,331,331,332,332,332,0
1804,20000,Female,Graduate,Single,31,-2,-2,-2,264,264,264,2227,1357,0
1805,450000,Male,Graduate,Single,31,-1,-1,-1,10350,3629,3629,3271,6271,1
1806,250000,Male,University,Married,30,-2,-2,-2,2419,28965,29062,44385,40682,0
1807,100000,Female,University,Married,58,0,0,0,101249,101476,3642,4230,10000,0
1808,150000,Female,University,Single,27,0,0,0,23165,24515,1723,1800,1100,0
1809,140000,Male,University,Single,35,0,0,0,101038,66734,4215,3221,2066,0
1810,500000,Female,Graduate,Single,46,-2,-1,-1,33332,163500,163500,70160,104734,0
1811,20000,Male,University,Single,36,-1,-1,-1,3152,0,0,4956,200,0
1812,50000,Male,University,Single,53,0,0,0,18922,19486,1329,1310,680,0
1813,100000,Male,University,Single,39,0,0,0,121895,107315,4500,10000,11000,1
1814,200000,Female,University,Single,27,2,2,0,186806,166153,0,6908,5200,0
1815,150000,Female,University,Single,37,0,0,0,86037,84679,5000,5000,4000,0
1816,80000,Male,Graduate,Single,23,0,0,0,60130,59744,2550,1848,6084,0
1817,160000,Male,Graduate,Married,40,1,-1,-1,0,567,567,4059,3100,0
1818,180000,Female,University,Married,44,-1,-1,-1,816,803,803,2800,0,0
1819,270000,Female,Graduate,Married,32,-1,-1,-1,23351,30960,30972,180519,1177,0
1820,180000,Female,Graduate,Single,41,0,0,-1,37353,24797,1012,5549,17000,0
1821,120000,Male,Graduate,Married,54,-1,-1,-1,390,390,390,390,1878,1
1822,110000,Female,Graduate,Single,29,0,0,0,48088,45980,2000,2010,3000,0
1823,50000,Female,High_School,Married,61,0,0,-2,42200,0,0,0,0,0
1824,200000,Female,High_School,Single,30,0,0,0,185723,166726,8009,6402,6715,0
1825,70000,Female,High_School,Married,23,2,-1,-1,254,2746,6840,1885,2216,0
1826,360000,Female,University,Single,30,0,0,-2,23900,0,0,0,150,0
1827,260000,Female,University,Married,35,0,0,0,425349,435873,14347,15000,12406,1
1828,50000,Male,High_School,Married,32,0,0,0,40992,35215,2026,2021,1000,0
1829,380000,Female,University,Married,39,-1,-1,0,19261,81961,81975,1480,3000,0
1830,50000,Male,University,Single,24,-1,-1,-2,402,-2760,0,0,0,0
1831,20000,Male,High_School,Married,38,0,0,-1,19805,19900,1000,390,390,1
1832,270000,Male,Other,Single,32,-2,-2,-2,24089,51408,52398,27787,40569,0
1833,460000,Male,Graduate,Single,32,0,0,0,386437,393742,15000,15000,15000,0
1834,60000,Male,High_School,Single,24,0,0,0,58819,59810,3000,1768,3954,0
1835,200000,Female,Graduate,Married,35,-1,-1,-1,25663,14224,14224,17560,3300,0
1836,50000,Female,University,Single,37,1,2,2,14008,13493,0,4000,0,1
1837,20000,Female,Graduate,Single,22,0,0,0,19760,18570,1376,1383,1000,0
1838,290000,Female,University,Married,40,0,0,0,274558,256910,10700,11014,5800,1
1839,110000,Female,University,Single,36,0,0,0,116486,105604,4353,3294,5000,0
1840,160000,Female,High_School,Married,51,2,2,2,142064,144900,6600,5500,5310,1
1841,70000,Female,University,Married,31,0,0,0,60058,49647,1834,1608,1559,0
1842,200000,Female,Graduate,Single,39,-2,-2,-2,0,0,0,0,0,1
1843,80000,Female,University,Single,40,0,0,0,78717,75873,3300,3300,2000,0
1844,20000,Male,Graduate,Single,41,-2,-2,0,18803,18376,36147,1281,658,1
1845,210000,Male,Graduate,Single,48,-2,-2,-2,0,570,570,0,0,0
1846,180000,Female,High_School,Married,39,2,0,0,172488,72050,3450,0,0,1
1847,50000,Male,University,Single,53,0,0,0,34664,17242,1500,1500,1000,0
1848,30000,Male,University,Single,26,1,3,2,31305,30527,0,1060,0,1
1849,150000,Male,Graduate,Single,30,-1,-1,-1,6708,1098,1098,2000,1589,0
1850,150000,Male,Graduate,Single,28,-1,2,2,1111,820,0,0,0,1
1851,260000,Male,Graduate,Married,43,1,-1,-1,0,2000,2000,1620,8080,0
1852,310000,Female,Graduate,Single,30,0,0,0,304329,292848,14027,16800,11600,0
1853,150000,Female,Graduate,Single,33,0,0,0,96066,98277,4400,4000,2000,0
1854,200000,Female,Graduate,Single,27,-1,-1,-1,16093,11163,11197,11657,9423,0
1855,150000,Male,High_School,Single,45,0,0,0,99247,101194,4268,2725,2505,0
1856,220000,Female,University,Married,54,-1,-1,-1,8727,2553,3011,147,0,0
1857,540000,Female,Graduate,Single,34,-1,-1,-1,1784,892,892,1000,946,0
1858,280000,Male,University,Single,30,0,0,0,204773,188704,8038,6000,5083,0
1859,230000,Male,University,Single,32,0,0,0,49619,43435,2072,1689,1046,0
1860,50000,Male,Graduate,Married,39,0,0,2,33849,36798,3817,2000,150,0
1861,20000,Female,University,Single,24,1,-2,-2,0,0,0,0,0,0
1862,10000,Male,University,Single,35,1,6,5,8257,8001,0,0,0,1
1863,500000,Male,Graduate,Married,46,0,0,0,407331,403816,15043,14000,14003,0
1864,50000,Female,University,Single,24,0,0,0,49819,50135,1672,1246,574,0
1865,420000,Female,University,Single,35,-1,-1,-1,7572,18847,18920,16615,14156,0
1866,50000,Female,University,Single,23,0,0,-1,21998,15299,2063,33730,0,0
1867,280000,Female,Graduate,Single,29,-2,-2,-2,0,0,0,320,2139,0
1868,50000,Male,University,Married,46,0,0,0,3656,4400,1000,0,1704,0
1869,160000,Female,High_School,Married,41,2,2,2,46017,47188,2200,0,2000,1
1870,40000,Female,University,Married,23,2,2,2,33895,33068,0,3200,1500,1
1871,100000,Female,University,Married,31,0,0,-1,92265,93873,5000,1473,2946,0
1872,50000,Female,Graduate,Single,26,0,0,0,41003,42032,1733,1400,1300,0
1873,130000,Female,High_School,Single,32,0,0,0,119312,116259,20021,40354,20000,0
1874,30000,Female,University,Single,22,0,0,0,27358,28612,2000,1500,0,0
1875,140000,Male,University,Married,34,-1,-1,-1,430,430,430,702,430,1
1876,210000,Female,University,Married,32,-1,0,0,164015,155235,9320,4894,3301,0
1877,50000,Male,University,Married,38,0,0,0,48797,47153,1864,1811,594,0
1878,310000,Male,University,Married,29,0,0,0,31132,45718,20000,20000,2500,0
1879,300000,Female,Graduate,Married,31,-2,-2,-1,0,1110,1110,12192,300,0
1880,30000,Female,University,Single,47,2,2,2,16039,17080,1600,800,800,1
1881,90000,Female,High_School,Married,40,0,0,0,89928,81721,3416,4142,1700,0
1882,150000,Female,University,Married,34,2,2,2,39465,42829,4000,0,2000,1
1883,90000,Male,Graduate,Single,25,0,0,0,32755,31325,2000,3000,2000,0
1884,80000,Female,High_School,Single,65,0,0,0,84985,84247,4000,2048,1300,0
1885,100000,Female,Graduate,Single,28,-1,-1,-1,555,712,712,712,712,1
1886,10000,Male,University,Single,33,-2,-2,-2,0,0,0,0,0,0
1887,210000,Male,Graduate,Single,31,0,0,0,161159,165071,8000,13000,10000,0
1888,170000,Female,University,Married,41,0,-1,-1,21170,9698,9734,7373,6380,0
1889,90000,Female,University,Married,32,1,2,2,85997,83779,0,7200,0,0
1890,210000,Female,High_School,Single,36,1,-1,-1,0,4866,4866,0,0,1
1891,50000,Female,Graduate,Single,26,0,0,0,36806,38212,2000,2000,8156,0
1892,150000,Male,Graduate,Married,30,1,-1,2,-819,35457,36276,0,2145,0
1893,80000,Female,Graduate,Single,30,1,-1,-1,0,1313,1313,883,0,0
1894,130000,Female,Graduate,Married,38,0,0,0,64942,66775,4000,0,0,1
1895,100000,Male,University,Single,30,1,3,7,72652,90461,20000,0,10000,1
1896,160000,Male,Graduate,Married,41,0,0,0,53935,57997,5000,0,0,0
1897,250000,Male,University,Single,31,0,0,0,14451,15774,1504,1510,537,0
1898,500000,Female,University,Married,42,0,0,0,60246,74832,40000,85000,139,0
1899,260000,Male,University,Single,32,0,0,0,106093,95060,4410,6500,9500,0
1900,50000,Female,University,Married,44,-2,-2,-2,1473,390,390,390,390,0
1901,30000,Female,University,Single,22,0,0,0,27388,29016,2075,1000,550,0
1902,110000,Female,University,Single,42,1,2,0,57046,51005,0,2100,2500,0
1903,500000,Male,Graduate,Married,39,-1,-1,-1,6057,9418,9418,7667,6222,0
1904,310000,Female,Graduate,Single,32,0,0,0,35064,38195,4000,2000,2000,0
1905,580000,Male,University,Married,37,0,0,0,110417,89301,3757,2299,618,0
1906,340000,Female,Graduate,Married,36,0,0,0,185268,326074,160444,10143,7190,0
1907,360000,Female,University,Married,42,-1,-1,-1,22237,5683,6695,1632,1632,0
1908,290000,Female,Graduate,Single,29,-1,-1,-1,578,7124,7129,7620,0,0
1909,30000,Male,University,Single,36,3,2,2,20424,19809,0,3000,2300,0
1910,80000,Female,Graduate,Single,29,0,0,0,26524,23224,1500,1700,1000,0
1911,360000,Male,Graduate,Married,38,-1,-1,-1,780,0,0,390,390,1
1912,170000,Female,Graduate,Single,31,-1,-1,-1,1561,1239,1239,7352,10730,0
1913,100000,Male,University,Married,42,0,0,0,56256,57685,3000,2688,5163,0
1914,450000,Male,University,Single,37,0,0,-1,457627,38692,1000,4549,16885,0
1915,260000,Female,Graduate,Single,33,-2,-1,-1,0,204,204,0,3000,0
1916,240000,Female,Graduate,Single,29,0,0,0,25700,28677,5009,2000,5000,0
1917,110000,Female,University,Single,28,0,0,0,5660,1150,2000,0,0,0
1918,240000,Female,University,Single,26,0,0,0,184501,177846,7627,6003,5504,0
1919,220000,Female,University,Single,35,0,0,0,34819,30937,2006,2022,1002,0
1920,20000,Male,University,Married,33,0,0,0,2508,3448,1000,202,0,0
1921,100000,Female,Graduate,Married,51,1,-2,-2,0,0,0,0,300,1
1922,300000,Male,Graduate,Single,32,-2,-2,-2,264,264,264,264,264,0
1923,20000,Male,University,Single,33,0,0,0,8488,10179,2000,2000,0,1
1924,360000,Female,Graduate,Single,30,0,0,0,139762,143515,6000,6000,4818,0
1925,220000,Male,Graduate,Single,28,0,0,0,221268,219545,8700,8500,6300,1
1926,470000,Female,University,Single,26,0,0,0,169699,170309,6200,7000,5716,0
1927,70000,Female,University,Single,22,0,0,0,65793,26665,2000,1400,291,0
1928,120000,Female,Graduate,Single,26,0,0,0,10172,12400,3000,3000,4000,0
1929,50000,Male,University,Single,35,0,0,0,18510,19418,1500,2000,1000,0
1930,470000,Male,University,Married,49,0,0,0,169260,161760,6600,6170,5100,0
1931,130000,Male,University,Married,49,0,0,0,24008,21231,3000,5000,2822,0
1932,20000,Female,Graduate,Single,24,-1,-1,-1,390,707,1097,1003,0,1
1933,260000,Female,Graduate,Single,36,-2,-2,-2,1891,2438,2637,2280,746,0
1934,20000,Male,Graduate,Married,39,-1,-1,-1,628,662,700,600,700,0
1935,300000,Female,Graduate,Single,28,2,-1,-1,1314,168,170,1080,0,1
1936,460000,Female,University,Single,35,0,0,0,449790,450047,17610,17500,13810,0
1937,20000,Female,Graduate,Single,24,1,-1,-1,0,20087,20087,2200,600,1
1938,360000,Female,University,Single,27,0,0,0,238971,245515,10381,9036,9066,1
1939,290000,Male,Graduate,Married,40,0,0,0,98441,95169,4000,4250,5000,0
1940,90000,Male,Graduate,Married,30,0,0,0,38921,45577,12000,5000,3000,0
1941,180000,Female,Graduate,Single,26,-1,-1,-1,2049,0,0,351,631,0
1942,360000,Male,High_School,Married,53,-2,-2,-2,0,0,0,0,0,0
1943,120000,Male,Graduate,Married,45,0,0,0,20877,21909,1369,1382,836,0
1944,220000,Male,University,Single,30,0,0,0,217800,189016,7261,5170,4054,0
1945,220000,Male,Graduate,Single,34,2,2,0,203101,185384,311,38024,8105,1
1946,10000,Female,Graduate,Single,27,-1,-1,-2,499,0,0,0,0,1
1947,320000,Female,University,Single,31,0,0,0,104850,101705,3600,4277,4000,0
1948,320000,Male,Graduate,Married,33,0,0,0,325445,202853,10000,15000,105000,0
1949,90000,Male,University,Single,39,0,0,0,50477,22472,3000,5000,500,0
1950,180000,Male,Graduate,Married,50,0,0,0,66114,69436,5000,5000,5000,0
1951,90000,Female,Graduate,Single,28,0,0,0,88345,90260,3360,1947,2000,0
1952,100000,Male,Graduate,Married,36,0,0,0,23070,18806,1700,2000,2000,0
1953,340000,Male,University,Married,41,0,0,0,331003,332829,15110,11019,9502,0
1954,50000,Male,Graduate,Single,22,0,0,2,47726,51161,5500,0,3000,1
1955,240000,Female,University,Married,41,-1,0,-1,20272,11294,1000,16906,1143,0
1956,10000,Male,University,Single,41,1,2,2,8722,9592,1157,0,1008,0
1957,220000,Female,Graduate,Married,42,2,2,2,2500,2500,0,0,0,1
1958,100000,Female,University,Single,37,0,0,0,107669,107529,3536,2821,3963,0
1959,220000,Female,Graduate,Married,31,-2,-2,-2,3785,1137,1142,377,5763,0
1960,70000,Female,High_School,Married,57,0,0,0,67864,65062,2620,2730,1936,0
1961,30000,Female,University,Single,37,3,2,2,29657,30320,1763,0,1178,1
1962,130000,Female,High_School,Single,53,-1,-1,-1,11085,45677,45697,27951,17307,0
1963,140000,Female,University,Married,25,0,0,0,81960,81757,3005,3000,3000,0
1964,20000,Male,University,Single,32,0,0,-1,4485,4843,1000,16000,600,0
1965,150000,Female,Graduate,Married,38,1,-2,-2,0,0,0,0,0,1
1966,50000,Female,University,Single,26,0,0,-2,4136,0,0,0,0,0
1967,90000,Male,University,Married,29,1,1,1,41073,43480,3100,1000,770,0
1968,170000,Female,High_School,Married,37,0,0,0,158920,164353,8000,7000,5000,0
1969,70000,Male,Graduate,Single,30,2,2,0,34985,34146,0,2000,1300,1
1970,200000,Female,Graduate,Single,43,-2,-2,-2,830,-6,0,0,663,0
1971,200000,Male,Graduate,Married,42,0,-1,0,19318,19067,19067,5000,0,0
1972,20000,Male,University,Married,40,1,2,0,20498,19692,0,1600,0,1
1973,200000,Male,University,Married,41,0,0,0,96910,92934,10000,7004,5000,0
1974,170000,Male,University,Single,26,-2,-2,-2,0,0,0,0,0,0
1975,130000,Male,Graduate,Single,25,1,-2,-2,-2000,-2000,0,0,0,1
1976,100000,Female,Graduate,Single,27,0,0,0,90118,88435,4110,4101,6623,0
1977,180000,Male,University,Single,31,0,0,0,28566,32876,5000,7000,0,0
1978,230000,Female,High_School,Single,26,-2,-1,0,1200,990,990,8089,2186,0
1979,20000,Male,High_School,Single,50,-1,-1,-1,2191,1140,1140,12656,1700,0
1980,500000,Female,Graduate,Married,35,0,0,0,35176,36193,2504,10004,5178,1
1981,150000,Female,Graduate,Married,38,1,-2,-2,0,0,0,0,0,1
1982,80000,Female,High_School,Single,40,3,2,2,38503,40118,2500,2000,2000,1
1983,230000,Male,University,Married,29,0,0,0,56171,60250,5000,5000,10000,0
1984,80000,Male,Graduate,Single,37,1,-2,-2,0,0,0,0,0,1
1985,230000,Female,University,Single,24,0,0,0,24973,24974,5000,5000,2100,0
1986,50000,Female,University,Single,49,2,0,-1,38947,37799,2000,1000,19000,1
1987,50000,Male,University,Single,35,0,0,0,48813,50789,5000,23000,838,0
1988,10000,Female,Graduate,Single,25,1,3,2,10438,10130,0,0,0,0
1989,140000,Male,University,Single,34,2,2,2,135949,130625,8408,3500,3500,0
1990,50000,Male,University,Single,42,0,0,0,39236,39729,2094,1451,1987,1
1991,180000,Male,High_School,Single,28,0,0,0,129719,133702,6070,3521,5000,0
1992,360000,Male,Graduate,Single,65,1,-2,-2,0,0,0,0,0,1
1993,580000,Male,High_School,Married,67,2,2,3,453985,470915,25704,9464,25065,0
1994,310000,Female,Graduate,Married,43,-2,-2,-2,14619,1881,12484,13961,9838,0
1995,20000,Male,High_School,Single,52,0,0,2,16735,20373,4008,0,1000,0
1996,180000,Female,Graduate,Single,43,-2,-1,-1,8657,6847,6847,18762,22928,0
1997,60000,Female,Graduate,Single,24,0,0,0,15050,16203,2000,1300,2000,0
1998,40000,Female,High_School,Married,59,0,0,0,14769,15271,1573,1512,504,0
1999,140000,Female,University,Married,34,0,0,2,121374,125965,8200,3000,4000,0
2000,220000,Male,University,Married,32,0,-1,-1,8000,8288,8288,8000,0,0
2001,10000,Male,University,Single,22,0,0,0,8602,8728,1158,1151,339,1
2002,20000,Male,Graduate,Married,52,0,-1,-1,19965,390,390,390,780,0
2003,50000,Female,Graduate,Single,23,-1,0,0,15036,15790,1300,2701,700,0
2004,50000,Female,University,Single,33,2,0,0,27752,28787,1487,1500,1081,1
2005,320000,Female,University,Single,35,0,0,0,98697,100572,3891,5240,3616,0
2006,20000,Male,University,Single,34,-2,-2,-2,2199,1530,1530,750,1140,0
2007,50000,Male,University,Married,40,0,0,0,48219,48978,2037,2316,690,0
2008,340000,Male,Graduate,Married,49,-1,-1,-1,1960,1052,1228,7270,2000,0
2009,360000,Female,University,Married,32,1,-2,-2,-301,-301,0,0,0,1
2010,300000,Female,University,Married,33,1,-2,-2,0,0,0,0,0,0
2011,40000,Female,University,Single,26,0,0,0,31475,32663,2000,2000,2000,0
2012,150000,Male,Graduate,Married,51,0,0,2,128968,138260,12900,0,5399,0
2013,20000,Female,University,Single,40,2,2,0,18278,17696,0,1612,687,1
2014,30000,Female,High_School,Married,35,1,-2,-1,-5,-5,0,2610,18,0
2015,80000,Female,University,Married,27,-2,-2,-2,390,0,390,780,0,0
2016,390000,Female,High_School,Married,38,-2,-2,-2,241,0,0,0,0,1
2017,20000,Female,University,Single,22,1,2,2,5613,5377,0,1638,251,1
2018,200000,Male,University,Married,42,0,0,0,68670,69702,4000,4000,5000,1
2019,80000,Female,High_School,Married,35,0,0,0,49544,50418,1970,2355,1500,0
2020,50000,Female,University,Married,36,2,0,0,50922,50367,1715,1991,1661,1
2021,230000,Female,University,Married,38,0,0,0,10906,9692,1364,1393,2003,0
2022,190000,Female,University,Single,31,0,0,0,147586,155228,10000,7891,5743,0
2023,260000,Male,High_School,Married,36,-1,0,0,154462,153799,7425,2795,2779,0
2024,100000,Female,Graduate,Married,39,-1,-1,-1,29449,55139,55139,34181,12592,0
2025,140000,Male,University,Single,41,0,0,0,132758,83498,4002,3900,3000,0
2026,20000,Female,University,Married,42,2,0,0,12426,13143,1225,1234,517,1
2027,80000,Male,University,Single,30,0,0,0,69392,64149,3046,1874,2000,0
2028,360000,Male,Graduate,Single,32,0,0,0,304907,309972,12557,13738,5053,0
2029,70000,Male,University,Single,31,0,0,0,46079,47232,2200,2500,3600,1
2030,30000,Female,University,Married,24,2,2,0,31214,28983,0,1400,3561,1
2031,500000,Female,Graduate,Married,39,0,0,0,358020,360047,15000,15000,20000,0
